total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_flaky_50
100,0.98,0.02,288.17,316.55,319.32,0.9535,0.49,1,,0.019286,0.049,pass
